review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
InterSky,airline,E Clauss,2014-03-07,Intersky is another airline charging high prices for regional services using and chartering cheap airlines Just flew back from SZG to ZRH Friendly stewardess and good service  captain did not say a word Even though Intersky is the only direct Service between SZG and ZRH  I would rather fly LH via Frankfurt,2.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Kunming,airport,Robert Walbeek,2015-07-13,Nice modern clean airport with plenty of checkin rows Food options fine with a McD and noodle shops WiFi not always present The only nuissance in this airport on departure is the number of times you have to show your boarding pass and passport  times yes,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Dragonair,airline,19 reviewsJ Huang,2016-11-13,Dragonair is part of Cathay Pacific From Hong Kong to Guangzhou is less than  miles but they provide an excellent service  When on board cabin crew deliver a bottle of water and a cookie The cabin crew are very nice,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.6391999999999999
Tianjin Airlines,airline,Pui Ki Chan,2020-02-13,Xian to London on th Feb  Aircraft only  years old Good amount seat recline with charger available however the entertainment system need an upgrade It is the coronavirus outbreak at moment the crew did an excellent job measuring temperature and disinfected the aircraft Excellent cabin service I went back to spoke with cabin crew they are willing to share their stories and experiences The lack of entertainment system is covered by the excellent crew service,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Antigua Vc Bird,airport,A Frankowski,2016-05-06,The new terminal at Antigua airport has only been open for a few months and it is quite magnificent Its up there with the best European airports although not anywhere near as large The  dutyfree shops are amazing  particularly their rum selections which include Clement Rhum Agricole from Martinique and some genuine sugar cane syrup to mix it with The souvenir shop also looked very good although I didnt have enough time to look round it in great detail,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Turkish Airlines,airline,123 reviewsMichael Schade,2025-04-06,Checkin was very slow with just three counters open for the full flight Boarding was unorganized and chaotic with just two gate agents being overwhelmed controlling the crowd There were no boarding groups and at the end they gave up and it was free for all As a result the flight took off  minutes late Seats on the A were comfortable with a responsible seat pitch Service was good with ok food,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Nuremburg,airport,W Peters,2017-08-31,It always a good experience to fly from  to Nuremberg airport because you have short ways It is connected with the metroline U so you are in  minutes at the city centre You can eat some local stuff The staff is friendly and helpful The most important to the end  WIFI is free,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
United Airlines,airline,D Berton,2025-04-04,TPEMFR via SFO RT All flights on time Seat bedding and entertainment are good Staff very professional and food service was very quick Food is edible but certainly not like the meals on Singapore Airlines or Emirates The food at the EVA lounge United uses in TPE is mediocre at best and the lounges at SFO are incredibly crowded to the point of being ridiculous and uncomfortable All in all competent but not especially glamorous experience I would have given this a  or  if the lounges werent so crowded,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
El Al Israel Airlines,airline,B Korem,2024-07-02,Thank you so much for a wonderful service Nurit and her great teamstaff were professional attentive friendly and very helpful I was traveling with my mom and they made it easier for me and took care of her needs Id like to thank you all for being so nice and giving such a great service Youre awesome Arzo Diana Chen and special thanks to Mara  In addition the food was great,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Read more,airline,123 reviewsMichael Schade,2025-04-06,Checkin was very slow with just three counters open for the full flight Boarding was unorganized and chaotic with just two gate agents being overwhelmed controlling the crowd There were no boarding groups and at the end they gave up and it was free for all As a result the flight took off  minutes late Seats on the A were comfortable with a responsible seat pitch Service was good with ok food,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Hamilton,airport,Anne Marie Blackburn,2019-10-09,Loved it Takes no more than  minutes from entering to get to the gate When you depart  minutes It was like heaven compared to Toronto where there are long lines lots of computers and where it takes so long to get to the gate and where you dread the lineups getting off the plane for the same reason It is convenient it is quick clean and has a Tim Hortons,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Luanda,airport,L Vaynes,2024-10-20,Airport was much better than expected In the general area are a few food options  incl coffee shop  icecream bar and a few fast food choices They even have a small duty free We were in the TAAG lounge  called the Pearl lounge  Clean comfortable with basic drinks  food  Staff are very friendly  Did not see showers  Internet is available but weak  Other than internet this lounge is better than many US lounges I have visited  I was expecting something much worse,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Virgin Atlantic,airline,Alan Young,2025-04-06,First time flying with Virgin Atlantic and very impressed Full flight but smooth boarding good legroom and good IFE Crew friendly and professional Flight slightly delayed due to ATC so arrived half hour late Only downside was the meal served  a pasta dish that was a bit bland Would fly Virgin again,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Estonian Air,airline,C Ten,2013-07-09,TallinnAmsterdam is a short flight but crew were nice helpful and were able to understand at least  languages they helped my Dutch Grandmother who speaks no English Amenities not normally provided but because flight was near empty they gave out snacks plus complementary tea and coffee They also allowed us to sit in vacant seats which was nice In general a nice trip and much more than was expected for basically a regional airline,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Tashkent,airport,J Edlow,2017-09-21,Tashkent Airport has become very efficient on the international side Immigration and customs both on the way in and on departure were quite user friendly Not a lot of shops and restaurants but that was not inconvenient Readers should be aware that the domestic terminal is on the other side of the runway and it could take up to  minutes to connect from one side to the other side using a taxi,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Belavia,airline,L Barkihl,2020-01-09,Tel Aviv to Minsk Amazing flight no delays we boarded quickly clean aircraft really comfy seats and the food was great  choice between sausages and beef and we got a waffle cherries bread with the the meal Staff was really nice no complaints,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Bassaka Air,airline,S Mahoney,2018-01-24,Flew Phnom Penh to Siem Reap with Bassaka Air Nice short domestic flight with a very courteous B crew nothing but smiles and the Best of Cambodian hospitality during this  minute flight Was the cheapest option at  incl baggage and an onboard refreshment and everything went smoothly througout Would definitely recommend,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
