review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_sentiment
Unknown,General,Anonymous,,"3. Airline C delivered a standard experience. The staff was courteous, the food was okay, and the flight was comfortable enough.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. My Etihad Airways flight was comfortable with average legroom. The entertainment selection was decent, with a variety of options.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Qantas provided a standard long-haul flight experience. The seats were comfortable and the in-flight entertainment was sufficient.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""The Turkish Airlines flight was satisfactory. The plane was clean and the flight was fairly smooth.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""The KLM flight was comfortable and the crew was courteous. The food was standard airline fare.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""The flight with Airline X was on schedule, the cabin was clean and the in-flight meal was satisfactory.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""Airline X provided a fairly average flight experience. The seats were reasonably comfortable and the in-flight meal was satisfactory.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,3. The British Airways flight had a friendly crew and decent in-flight entertainment options.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. The JetBlue flight was adequate. The seats were comfortable and the flight was on time, but the food options were limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. Airline Y's in-flight meal was acceptable, nothing to rave about but not disappointing either. The crew was professional.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"17. Cathay Pacific's flight was smooth, with a professional crew. The in-flight entertainment was good but the food was mediocre.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""Delta Airlines provided a comfortable flight. The staff was professional but the WiFi connection wasn't the best.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""On my Southwest Airlines flight, the cabin crew was friendly enough. The meals could use some improvement though.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. Airline Z's seating was quite comfortable for a long-haul flight, and the entertainment selection was adequate.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. The overall experience with Airline G was satisfactory. The food was average, but the cabin was clean and tidy.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""Emirates offered a comfortable seat and a decent selection of movies. The food was typical for airline cuisine.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""The Lufthansa flight was comfortable and punctual. The food was decent and the flight attendants were professional.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""Qatar Airways offered a good range of food and drink options. The cabin was clean, but the legroom was a bit tight.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,12. Airline I's flight was on time and the cabin crew was professional. The legroom was a bit cramped though.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"6. ""Air France's service was standard with a nice selection of in-flight movies. The food could have been better.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. ""The flight with Airline L was overall satisfactory. The seat was comfortable but the in-flight meal could use some improvements.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. Southwest Airlines: Efficient boarding process, pleasant staff. Seats could use a bit more legroom.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""The journey with JetBlue was uneventful in a good way. The plane was clean and the staff was courteous.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. On my recent Turkish Airlines flight, the service was satisfactory. The flight was comfortable and the staff was friendly, but the in-flight entertainment could be improved.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. ""Emirates offered a standard flying experience. The in-flight entertainment was good but the food was just okay.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. ""The service on the Air France flight was acceptable. The staff was friendly and the seats were fairly comfortable.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. ""Turkish Airlines offered an ordinary flight experience. The seating was comfortable enough and the flight was punctual.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. The flight with Singapore Airlines was satisfactory, with decent food and a good choice of films.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,2. My flight on Airline Y was uneventful. The cabin crew was polite and the flight landed on time.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,10. EasyJet offered a standard flight experience. The cabin was clean and the flight was punctual.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. ""Flyer Z's in-flight entertainment was decent, with a good variety of movies and music. The cabin could have been cleaner.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. Delta Airlines was decent. They had a good selection of in-flight entertainment, although the seats were a bit cramped.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""The American Airlines flight was decent. The legroom in economy class was a bit limited, but there was a good selection of in-flight entertainment.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""The flight crew was professional and the seats were moderately comfortable. The in-flight entertainment had a good variety of options.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. My Qatar Airways flight was adequate. The seats were reasonably comfortable for a long-haul flight, and the cabin crew was professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""Airline Y's in-flight meals could use some improvements, but the seats were comfortable enough for the long journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""Emirates provided a good range of food options, catering to different dietary needs.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. The journey with Emirates was typical of a long-haul flight. The food was edible, the seats were comfortable enough for a long flight and the cabin crew was professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,2. I flew with Delta Airlines recently. The seats were pretty comfortable and the crew were efficient.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""Emirates was as good as any other international carrier. The food was okay, and the legroom was satisfactory.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. The Singapore Airlines flight was decent. The food wasn't great, but it was good enough for a short haul flight.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. On my United Airlines flight, the cabin was clean and the legroom was average. I found the entertainment selection to be somewhat limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"19. The baggage claim process at Airline P was a bit slow, but the luggage arrived in good condition.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""On my flight with JetBlue, the cabin was clean and the staff were friendly. The legroom was average.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. ""The flight with Airline C was fine. The seats were comfortable enough for a long journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""Lufthansa's Frankfurt to London flight was decent. The plane was clean and the staff was competent.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Lufthansa's service was as expected. The seats were comfortable enough for a long haul flight.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,1. The flight with Airline A was punctual and the seat was comfortable enough for a short-haul flight.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,17. Airline Q's flight was adequate. The cabin was a bit crowded but the flight was punctual.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,12. Airline I's flight was comfortable with adequate legroom. The food quality was just okay and the staff service could have been better.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""Airline A's service was as expected. The flight attendants were polite and the plane was clean.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. ""Airline L's service was good. The staff was polite and the flight reached the destination on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""The staff on my Air Canada flight was polite and the plane departed on time. The food was satisfactory.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. My journey with Qatar Airways was okay. The seats were comfortable enough for a long-haul flight, and the in-flight entertainment was decent.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,6. My experience with Airline F was typical — the seats were a bit cramped but the flight was punctual.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"18. The flight with Airline O was okay. The staff was polite and the plane was clean, but the food could have been better.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. The flight with Airline B was comfortable. The food and drink options were standard, nothing extraordinary, but not bad either.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"7. ""The flight was comfortable enough. The staff was polite, but the food was just okay.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. The Southwest Airlines flight had friendly staff, but the boarding process was somewhat disorganized.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""United Airlines provided a standard experience. The flight was slightly delayed, however, the crew made up for it with their pleasant service.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. The Virgin Atlantic flight was satisfactory. The seat was comfortable enough for the long journey, although the meal could have been better.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Airline E offered a smooth flight experience. The cabin crew was friendly and the food was average.,,,,,,Neutral,synthetic,True,Positive
